station_id,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
1,2004,1,27,36,36,36,36,37,36,38,36,38,38,40,41,41,41,43,41,41,38,36,34,33,31,31,31
1,2004,1,28,31,31,31,31,31,30,29,29,29,30,31,31,32,34,33,33,31,32,31,31,31,29,30,27
1,2004,1,29,29,29,31,29,29,25,25,24,33,34,36,40,45,46,46,47,46,45,37,34,35,32,32,30
1,2004,1,30,30,30,30,31,33,33,33,33,34,35,39,36,35,34,29,29,29,29,28,29,29,28,27,26
1,2004,1,31,25,25,23,22,22,20,20,20,22,25,26,28,28,28,29,29,29,29,27,25,26,26,26,26
1,2004,2,1,26,24,25,23,23,23,23,21,26,28,29,30,32,31,32,32,31,29,28,27,25,27,24,22
1,2004,2,2,22,22,21,24,24,22,21,20,25,33,37,42,43,43,43,42,40,37,34,32,32,30,32,33
1,2004,2,3,35,35,37,38,40,42,,47,47,48,48,50,50,49,51,51,47,43,41,39,39,39,39,38
1,2004,2,4,38,39,39,38,37,35,34,36,38,41,43,43,43,43,43,43,43,40,36,32,30,30,30,30
1,2004,2,5,30,30,29,30,30,29,30,27,31,37,39,39,40,44,42,42,39,37,35,35,37,37,38,38
1,2004,2,6,40,41,41,42,43,44,47,49,53,54,58,60,63,61,54,53,51,49,41,44,45,45,46,52
1,2004,2,7,52,53,54,43,42,40,40,41,41,46,47,47,48,50,50,48,46,44,42,41,39,38,38,37
1,2004,2,8,37,36,35,33,32,31,31,31,33,35,36,36,37,37,37,37,36,35,30,29,27,25,25,25
1,2004,2,9,26,27,26,28,31,29,30,28,33,37,44,45,48,47,48,49,48,46,44,43,41,41,42,42
1,2004,2,10,42,43,44,44,44,42,42,40,40,43,44,46,47,49,52,52,49,48,45,42,44,45,47,46
1,2004,2,11,45,44,41,40,39,38,39,37,36,41,44,44,44,44,43,43,43,40,36,33,32,31,31,31
1,2004,2,12,31,33,33,34,34,36,36,36,38,37,38,39,39,40,39,39,39,38,38,37,37,37,35,34
1,2004,2,13,31,32,29,33,33,31,33,32,35,39,45,46,47,49,51,50,50,49,41,37,38,38,37,37
1,2004,2,14,38,37,36,35,36,37,38,40,42,44,47,49,51,53,51,53,51,49,47,47,45,45,43,43
1,2004,2,15,41,39,37,33,39,41,38,37,38,40,43,45,43,40,38,37,37,37,35,35,34,32,29,28
1,2004,2,16,29,29,29,29,28,28,27,23,26,29,30,33,35,37,36,35,32,31,29,27,26,24,27,27
1,2004,2,17,26,26,27,29,30,30,32,32,33,36,37,38,38,37,35,35,35,35,35,35,35,35,35,35
1,2004,2,18,35,35,35,35,35,35,33,33,35,36,37,38,39,40,43,44,44,43,38,39,39,38,37,36
1,2004,2,19,37,37,35,33,35,36,37,38,40,43,48,50,53,55,56,57,57,56,48,41,40,39,38,36
1,2004,2,20,36,34,38,41,41,40,41,42,45,51,54,57,60,64,62,59,59,58,52,52,51,54,52,50
1,2004,2,21,50,53,55,55,55,55,55,55,55,56,60,64,61,62,62,59,58,56,52,48,46,46,44,42
1,2004,2,22,40,41,41,40,40,38,38,38,42,43,43,45,45,47,47,47,47,45,40,40,40,38,38,38
1,2004,2,23,37,36,33,31,31,31,32,34,37,41,47,48,47,47,47,45,46,43,39,38,37,36,38,36
1,2004,2,24,36,36,38,38,38,39,38,39,41,44,46,50,52,52,49,46,46,45,43,43,43,40,40,38
1,2004,2,25,38,38,37,37,34,32,30,30,33,36,38,39,42,42,44,42,43,41,38,37,34,31,30,32
1,2004,2,26,32,34,34,32,32,32,30,30,34,35,37,38,38,38,38,38,38,37,37,37,37,37,37,37
1,2004,2,27,37,37,37,37,37,37,37,37,38,42,43,44,45,45,45,45,45,44,37,35,34,32,28,28
1,2004,2,28,28,27,31,34,33,33,32,32,38,40,44,47,50,45,47,46,48,46,42,37,34,32,30,29
1,2004,2,29,31,30,29,33,29,31,31,31,42,52,56,60,63,65,65,67,65,63,54,51,51,50,51,55
1,2004,3,1,53,48,48,47,46,44,41,40,48,55,61,63,64,66,68,67,66,64,58,55,54,55,54,55
1,2004,3,2,56,56,57,61,61,59,59,61,60,62,65,68,68,68,67,66,65,65,65,64,62,63,61,59
1,2004,3,3,59,56,51,51,51,50,47,45,51,56,60,62,62,63,63,65,65,63,56,52,50,51,52,53
1,2004,3,4,53,53,53,54,54,54,55,55,57,59,67,71,74,75,73,72,69,64,56,53,52,51,50,49
1,2004,3,5,47,47,47,47,48,48,48,51,54,63,68,72,77,77,79,80,78,76,74,73,73,73,72,72
1,2004,3,6,70,70,68,68,68,68,68,67,69,70,64,66,63,64,64,64,65,64,64,63,61,60,57,56
1,2004,3,7,55,53,49,48,47,46,46,45,52,54,54,56,59,60,57,56,55,53,48,47,47,47,49,42
1,2004,3,8,42,43,43,43,44,43,43,43,45,47,47,49,49,48,50,49,49,47,44,44,44,44,43,41
1,2004,3,9,40,39,39,38,37,38,33,33,44,45,47,46,49,51,51,48,48,46,42,38,35,34,35,37
1,2004,3,10,37,38,38,38,38,39,38,38,40,39,40,40,40,40,38,,37,37,38,40,40,42,40,40
1,2004,3,11,41,40,40,40,40,40,40,39,,45,47,47,47,52,51,55,55,54,50,47,46,45,45,45
1,2004,3,12,46,48,49,47,47,46,45,46,52,55,56,56,57,56,56,56,52,51,47,43,39,37,34,32
1,2004,3,13,31,32,37,35,36,38,36,37,38,40,41,43,43,45,44,46,46,45,42,38,35,32,32,31
1,2004,3,14,30,31,29,30,28,29,30,32,40,45,47,51,53,53,54,54,51,50,49,48,47,48,50,52
1,2004,3,15,52,53,56,56,56,55,55,55,55,58,58,61,61,61,60,58,56,56,53,49,47,45,47,48
1,2004,3,16,47,48,48,48,48,47,46,46,46,46,44,44,45,46,46,46,47,47,46,44,43,41,40,40
1,2004,3,17,40,40,40,40,40,40,40,40,42,45,45,46,46,46,45,45,45,43,42,40,40,40,40,40
1,2004,3,18,40,39,38,39,37,37,38,37,38,43,47,50,52,53,54,53,51,50,47,47,47,48,48,48
1,2004,3,19,48,48,48,49,48,48,49,48,48,47,44,47,46,46,46,46,47,46,44,41,39,36,35,34
1,2004,3,20,32,30,30,30,30,29,29,32,44,46,50,52,53,54,54,55,53,52,50,50,51,52,52,56
1,2004,3,21,56,56,56,58,58,58,55,53,53,51,51,54,55,54,54,53,51,49,47,45,44,43,41,40
1,2004,3,22,38,37,37,35,35,33,33,35,35,37,36,38,40,40,40,40,40,40,38,34,36,33,36,33
1,2004,3,23,34,32,30,30,27,25,25,30,39,42,44,44,45,46,46,48,47,44,41,39,38,38,38,37
1,2004,3,24,38,35,34,33,31,31,30,37,45,52,55,59,61,62,60,59,57,56,51,50,50,49,49,49
1,2004,3,25,49,47,46,46,47,48,48,50,54,56,62,65,67,68,68,68,66,64,60,58,56,56,56,56
1,2004,3,26,56,55,53,51,54,53,54,57,61,65,67,71,73,74,74,73,71,66,64,60,60,60,59,59
1,2004,3,27,59,58,59,59,59,59,59,61,64,65,69,72,73,71,71,69,68,65,63,62,62,60,59,56
1,2004,3,28,55,57,57,56,48,47,47,47,49,50,50,49,48,46,46,47,49,50,47,46,46,44,44,44
1,2004,3,29,44,42,42,42,42,44,42,43,42,44,44,46,47,48,47,47,46,45,44,44,42,42,42,42
1,2004,3,30,42,42,42,42,42,42,41,42,44,46,47,48,48,48,47,47,47,47,47,47,47,46,46,46
1,2004,3,31,46,44,44,44,44,44,46,46,46,48,48,48,47,46,46,48,48,47,46,45,45,45,44,44
1,2004,4,1,46,46,46,46,44,46,45,46,47,47,52,53,51,52,49,50,54,54,49,49,49,48,48,47
1,2004,4,2,47,46,45,45,43,43,45,46,46,46,47,52,51,54,50,49,49,47,47,46,46,46,46,46
1,2004,4,3,46,46,46,44,44,44,44,46,46,46,46,49,49,50,53,53,53,51,50,47,45,46,45,45
1,2004,4,4,42,44,45,45,44,46,49,51,50,53,55,55,55,55,53,54,51,50,48,47,47,45,44,42
1,2004,4,5,41,40,40,39,38,38,38,38,39,40,42,44,44,46,47,48,48,48,48,46,45,45,44,44
1,2004,4,6,44,41,41,40,39,39,38,42,45,47,47,49,53,55,55,57,57,57,57,48,44,45,45,43
1,2004,4,7,41,41,42,45,46,40,40,49,55,62,65,70,72,73,73,73,74,69,66,62,57,55,53,49
1,2004,4,8,49,49,53,52,50,49,47,49,49,53,53,54,57,57,58,54,55,53,50,49,47,47,47,47
1,2004,4,9,46,47,47,46,46,46,45,47,52,54,58,56,60,61,60,63,64,63,61,54,49,48,46,43
1,2004,4,10,42,44,41,41,40,40,41,48,55,60,63,60,63,61,56,55,55,53,50,50,49,49,49,49
1,2004,4,11,48,48,48,48,48,49,49,50,50,50,50,50,53,51,51,51,49,48,47,46,46,46,47,47
1,2004,4,12,47,47,47,47,47,47,47,47,47,47,47,47,46,46,47,47,47,47,47,49,50,53,58,60
1,2004,4,13,60,60,60,60,57,55,52,54,55,57,64,65,66,66,65,65,65,66,64,64,61,61,57,56
1,2004,4,14,54,54,56,55,56,55,55,56,54,54,54,55,55,57,54,53,51,52,49,47,47,47,47,47
1,2004,4,15,47,46,46,46,46,46,47,49,49,51,55,56,57,57,57,59,58,58,53,47,44,41,39,38
1,2004,4,16,38,38,37,38,38,38,40,48,52,55,58,57,59,59,60,59,57,55,53,47,45,45,46,45
1,2004,4,17,46,46,46,47,47,47,49,54,61,65,70,73,75,77,80,79,76,75,69,66,66,66,65,64
1,2004,4,18,,64,64,63,62,61,61,64,68,,74,79,82,83,83,84,83,82,76,70,67,66,66,65
1,2004,4,19,65,65,66,66,64,64,64,66,70,73,74,77,,83,84,85,83,83,77,75,74,71,68,72
1,2004,4,20,72,70,69,68,65,63,63,70,74,78,80,80,81,82,82,82,82,74,67,61,59,58,57,57
1,2004,4,21,57,57,57,58,58,57,57,58,59,61,65,70,69,72,71,75,73,70,74,72,69,67,66,67
1,2004,4,22,65,65,66,66,64,64,64,69,70,71,75,78,80,81,82,81,78,75,72,70,69,69,69,68
1,2004,4,23,66,66,66,65,64,64,64,68,72,74,77,80,83,84,85,85,84,82,75,72,65,65,65,66
1,2004,4,24,64,66,64,62,61,58,57,58,58,60,63,65,68,70,68,71,67,66,63,58,55,53,51,51
1,2004,4,25,51,51,50,50,48,48,51,58,64,64,66,66,67,61,62,59,60,60,61,59,59,61,62,64
1,2004,4,26,64,64,64,64,64,64,65,69,72,72,75,76,79,81,81,80,71,67,62,57,57,57,56,56
1,2004,4,27,56,56,56,56,56,56,56,57,60,62,64,65,66,69,65,63,61,64,61,57,55,56,53,52
1,2004,4,28,49,47,47,46,45,45,45,47,48,48,52,54,55,56,58,58,61,63,60,51,48,49,49,49
1,2004,4,29,49,49,49,49,49,47,50,56,62,64,68,70,72,72,71,71,68,66,64,62,62,60,60,59
1,2004,4,30,58,57,57,55,55,54,57,63,68,69,72,71,75,74,73,74,70,68,67,64,63,62,63,62
1,2004,5,1,63,63,61,61,62,63,64,69,72,74,75,74,76,78,75,76,73,71,68,66,67,67,65,67
1,2004,5,2,67,67,66,65,65,65,65,67,70,70,73,77,81,80,79,78,75,74,71,69,70,69,68,69
1,2004,5,3,67,66,66,66,64,58,58,55,54,55,55,54,54,55,54,54,52,52,51,51,50,51,51,50
1,2004,5,4,50,50,50,47,47,50,52,52,53,54,55,55,57,57,58,59,60,62,58,53,47,45,47,45
1,2004,5,5,45,44,47,48,49,52,54,55,55,62,64,68,69,71,71,72,72,72,67,64,62,58,57,58
1,2004,5,6,62,60,56,56,55,55,58,63,65,68,68,70,71,71,72,72,74,70,67,61,57,56,56,56
1,2004,5,7,58,58,58,58,58,58,61,68,72,78,81,83,89,88,88,88,89,89,81,76,73,67,64,65
1,2004,5,8,64,64,64,64,64,62,60,58,60,61,62,60,63,63,61,61,60,59,56,55,55,55,53,53
1,2004,5,9,53,55,54,54,56,56,58,63,67,71,74,78,80,81,82,81,81,80,77,73,70,68,67,67
1,2004,5,10,71,71,69,69,67,65,67,74,76,78,81,84,85,87,88,88,86,85,82,75,71,70,67,69
1,2004,5,11,70,70,70,68,66,66,69,72,74,78,81,82,83,83,84,86,86,86,81,75,71,71,71,68
1,2004,5,12,66,67,69,68,67,66,69,72,78,80,83,83,85,85,85,83,83,82,78,75,73,72,68,67
1,2004,5,13,68,70,68,67,65,65,69,72,76,79,81,83,85,86,86,83,82,79,77,74,73,73,73,71
1,2004,5,14,70,70,69,67,67,67,69,72,78,80,83,83,87,87,83,84,83,82,79,75,73,72,71,72
1,2004,5,15,71,70,70,70,69,69,71,74,76,80,81,84,83,85,86,87,86,85,82,77,72,72,71,73
1,2004,5,16,72,72,70,70,70,70,71,74,76,78,80,82,84,84,85,89,82,79,75,73,73,71,71,68
1,2004,5,17,67,66,65,67,66,65,67,72,78,79,81,82,86,86,83,84,83,81,74,73,73,71,71,71
1,2004,5,18,70,70,70,68,66,65,69,73,75,80,81,84,84,86,85,85,83,82,77,74,74,72,73,73
1,2004,5,19,73,73,72,72,72,70,72,74,77,78,80,82,84,86,85,81,76,74,70,69,70,70,68,67
1,2004,5,20,66,65,65,65,65,64,64,64,64,64,64,65,66,69,69,70,70,67,65,64,64,65,65,65
1,2004,5,21,65,65,65,65,65,65,65,67,70,73,75,78,82,83,85,88,86,85,82,78,76,75,74,73
1,2004,5,22,72,71,70,71,70,70,70,72,74,79,81,81,84,86,87,87,89,88,86,81,76,74,74,74
1,2004,5,23,73,72,72,71,72,73,74,78,80,82,85,86,88,90,90,91,91,90,88,83,80,77,77,76
1,2004,5,24,74,74,72,71,72,72,72,74,78,80,82,86,88,88,88,89,89,89,88,83,80,78,79,79
1,2004,5,25,78,77,75,75,75,74,75,80,81,81,85,90,90,89,89,86,86,83,82,77,75,74,74,74
1,2004,5,26,72,72,69,70,69,70,72,74,74,78,80,82,85,87,87,87,87,83,79,74,73,74,72,72
1,2004,5,27,70,70,70,69,69,69,70,71,72,74,77,80,79,79,81,83,83,82,81,76,73,71,72,72
1,2004,5,28,71,71,71,73,74,74,74,76,77,78,82,82,80,80,80,81,79,76,76,74,74,73,70,71
1,2004,5,29,68,66,71,70,69,67,68,70,70,71,72,72,72,72,72,72,72,72,72,68,60,58,57,56
1,2004,5,30,55,56,56,56,56,56,61,65,68,70,71,72,71,73,71,74,71,71,71,69,69,70,70,69
1,2004,5,31,69,67,67,67,67,69,69,71,71,72,74,76,80,78,78,80,80,79,78,75,73,73,74,72
1,2004,6,1,70,68,66,65,64,64,70,73,75,80,79,81,82,82,82,83,81,79,78,76,68,67,65,65
1,2004,6,2,63,64,65,64,63,60,69,74,78,78,81,82,84,85,85,87,87,86,85,80,75,74,73,68
1,2004,6,3,67,68,68,71,68,71,72,75,78,79,78,80,80,81,81,82,,81,80,75,68,66,65,65
1,2004,6,4,65,65,65,66,65,65,66,71,73,73,73,75,74,72,70,67,67,67,67,65,67,,67,66
1,2004,6,5,66,67,67,67,67,67,67,70,71,72,74,76,77,76,75,73,72,70,66,65,65,64,63,63
1,2004,6,6,63,63,63,64,63,63,63,63,64,66,66,67,72,71,72,73,73,71,71,67,65,65,65,65
1,2004,6,7,65,65,65,64,64,65,65,67,70,71,71,74,74,74,76,76,76,74,70,67,65,64,64,64
1,2004,6,8,63,63,61,61,61,60,64,71,78,80,79,80,83,81,82,81,81,80,77,74,71,68,69,69
1,2004,6,9,70,70,70,70,70,70,72,78,81,85,87,87,89,89,90,91,91,90,88,85,82,80,81,80
1,2004,6,10,78,77,75,75,73,73,75,78,80,85,87,87,89,89,90,90,90,87,85,82,78,74,74,74
1,2004,6,11,74,74,72,72,72,72,74,78,80,79,73,73,72,74,71,70,68,67,65,65,64,64,64,64
1,2004,6,12,64,61,59,59,59,57,62,64,66,69,71,72,74,72,74,72,74,72,71,66,62,59,57,56
1,2004,6,13,56,55,55,53,52,52,56,69,72,72,74,73,74,73,74,74,75,73,73,71,69,71,71,71
1,2004,6,14,72,72,72,72,72,72,72,73,74,77,80,81,81,83,83,84,82,82,78,76,76,76,75,75
1,2004,6,15,75,73,73,73,73,72,73,75,78,81,83,84,87,87,87,87,87,83,82,80,78,77,76,76
1,2004,6,16,76,75,74,74,74,74,75,75,76,75,79,81,79,77,79,82,82,81,78,76,75,76,76,76
1,2004,6,17,75,75,75,75,75,75,75,77,78,80,81,83,85,87,88,89,89,89,85,82,80,75,74,74
1,2004,6,18,74,73,73,74,73,74,74,79,82,84,86,88,90,90,91,91,87,83,83,80,79,79,76,76
1,2004,6,19,76,76,75,75,75,75,77,80,81,82,82,83,83,83,83,83,85,83,82,80,76,76,76,76
1,2004,6,20,76,74,73,71,69,66,66,69,68,70,74,74,74,74,72,72,72,75,72,70,62,61,59,59
1,2004,6,21,57,57,56,56,56,56,63,71,74,74,76,78,78,77,79,77,77,76,75,73,69,71,71,70
1,2004,6,22,71,70,70,70,72,72,73,75,77,80,81,83,87,89,87,86,87,86,83,81,75,73,73,73
1,2004,6,23,73,73,73,74,74,73,76,80,81,82,83,81,81,81,78,80,78,75,73,73,73,72,71,71
1,2004,6,24,71,71,71,71,71,71,71,74,75,78,80,81,83,81,82,81,83,82,80,74,71,70,68,68
1,2004,6,25,68,68,68,68,69,71,71,73,78,80,83,82,82,82,78,75,74,76,73,73,73,73,73,73
1,2004,6,26,73,73,72,72,71,71,71,72,73,73,74,74,75,74,78,80,80,79,79,76,73,73,74,72
1,2004,6,27,72,73,71,66,64,62,71,73,75,79,79,80,81,80,80,80,80,78,74,73,71,68,68,68
1,2004,6,28,67,67,66,66,66,66,71,72,72,73,71,73,71,71,73,74,74,73,72,71,71,71,69,68
1,2004,6,29,66,66,65,65,65,67,71,73,73,75,76,76,78,78,80,80,80,79,79,75,68,65,65,65
1,2004,6,30,65,65,67,66,67,68,68,69,72,73,73,77,79,81,80,81,81,79,75,74,72,73,73,72
1,2004,7,1,71,71,71,69,69,67,72,76,80,81,83,85,87,87,85,86,85,83,81,78,76,74,74,74
1,2004,7,2,74,73,72,72,71,71,73,78,83,86,87,89,87,83,76,82,82,82,80,80,74,74,73,72
1,2004,7,3,72,71,71,69,68,68,72,74,77,81,83,85,85,84,84,82,82,81,78,76,74,74,74,74
1,2004,7,4,74,74,74,74,74,73,75,77,79,81,81,82,82,81,83,80,78,78,77,77,76,76,76,76
1,2004,7,5,76,77,75,75,73,73,75,78,80,84,86,88,90,90,90,91,92,91,91,84,83,75,75,75
1,2004,7,6,74,73,73,71,73,75,77,81,82,85,83,84,84,84,87,87,88,88,88,83,79,77,75,75
1,2004,7,7,74,74,72,72,72,72,76,82,85,87,88,89,89,89,88,85,72,71,72,72,72,72,73,72
1,2004,7,8,70,70,72,70,70,69,73,79,84,88,89,89,90,90,91,89,86,86,83,82,80,77,75,74
1,2004,7,9,74,74,73,73,71,70,73,82,86,85,87,87,89,89,90,89,90,89,83,82,80,76,76,76
1,2004,7,10,76,75,75,75,74,74,75,75,79,81,84,86,88,88,86,86,86,83,81,79,76,73,73,74
1,2004,7,11,73,73,73,73,73,73,74,81,,88,,89,89,89,89,87,87,82,81,79,76,76,74,76
1,2004,7,12,73,73,74,74,76,76,77,79,81,81,82,81,83,84,84,,83,83,82,80,77,75,75,76
1,2004,7,13,76,76,76,76,76,75,77,79,79,81,83,85,86,84,87,,86,83,83,80,76,74,76,74
1,2004,7,14,74,74,74,74,74,74,74,79,81,83,85,89,87,89,90,90,91,90,89,76,73,68,71,71
1,2004,7,15,71,69,69,68,67,66,71,75,80,81,83,83,84,84,84,84,84,84,84,81,75,72,70,70
1,2004,7,16,68,68,68,66,66,64,69,79,80,,83,83,,84,84,86,86,86,84,80,74,72,72,70
1,2004,7,17,68,66,66,65,64,64,67,77,82,86,88,89,89,88,88,87,87,85,84,,78,78,78,77
1,2004,7,18,77,77,74,74,71,70,70,71,72,78,80,80,80,81,81,83,81,76,76,77,74,74,73,73
1,2004,7,19,73,73,73,71,71,71,71,75,78,80,81,81,83,82,82,81,83,83,83,78,74,73,73,71
1,2004,7,20,73,73,73,71,70,68,71,78,81,83,86,87,88,85,87,87,85,85,83,78,72,71,71,70
1,2004,7,21,68,68,68,68,68,68,71,78,82,86,86,88,89,89,88,89,89,88,84,78,75,74,72,71
1,2004,7,22,71,71,71,69,68,68,73,78,81,85,89,89,89,89,88,88,83,83,82,80,80,79,79,79
1,2004,7,23,79,79,77,77,75,75,75,75,75,75,75,76,78,78,77,77,77,74,73,73,73,73,73,73
1,2004,7,24,73,73,72,72,72,73,74,74,73,75,74,75,75,74,74,73,73,73,72,71,71,73,73,74
1,2004,7,25,74,74,73,73,73,74,74,76,76,78,78,78,79,79,77,77,76,74,74,74,74,74,73,73
1,2004,7,26,73,73,73,73,73,73,73,73,73,75,76,77,78,79,78,79,76,77,76,76,74,76,76,76
1,2004,7,27,76,75,75,75,75,74,74,77,79,81,84,83,85,85,85,86,83,83,82,82,80,80,77,74
1,2004,7,28,74,73,73,74,73,73,73,74,76,78,79,81,80,79,79,80,78,78,78,76,74,74,74,74
1,2004,7,29,74,74,74,74,74,74,74,74,76,75,75,75,76,79,82,81,81,82,80,77,76,76,76,75
1,2004,7,30,75,75,74,75,75,75,75,78,81,82,84,85,85,85,85,85,83,83,82,80,76,78,78,76
1,2004,7,31,76,76,77,76,76,75,77,79,81,82,84,85,83,85,85,85,85,83,82,80,80,79,79,79
1,2004,8,1,79,79,79,77,76,74,76,81,81,82,81,76,80,83,82,83,83,81,79,79,79,79,79,79
1,2004,8,2,79,79,77,76,77,76,77,77,80,80,81,82,78,77,75,76,76,76,76,76,76,76,76,76
1,2004,8,3,75,75,75,74,74,73,73,73,73,74,74,74,74,74,74,74,74,76,76,74,73,73,73,73
1,2004,8,4,73,71,71,70,71,73,74,77,81,82,83,85,85,85,86,87,87,87,84,81,79,77,78,78
1,2004,8,5,78,77,76,76,77,76,77,79,79,80,81,82,80,77,76,73,72,72,71,70,70,68,68,68
1,2004,8,6,67,66,67,66,67,65,65,66,67,69,70,72,72,71,72,72,72,71,69,66,65,65,65,63
1,2004,8,7,63,59,62,61,57,57,57,64,67,70,72,72,73,72,73,73,73,71,71,66,63,61,59,59
1,2004,8,8,59,57,57,57,58,59,59,64,71,73,75,77,76,79,79,79,79,77,76,72,68,66,66,66
1,2004,8,9,65,65,67,65,64,64,64,71,74,77,79,81,81,81,82,81,81,80,78,74,72,73,72,72
1,2004,8,10,71,71,70,70,70,70,70,72,75,79,81,82,,83,82,82,82,80,78,76,75,75,73,73
1,2004,8,11,72,72,70,70,70,70,70,72,75,79,81,83,83,83,83,83,83,82,79,76,76,76,75,75
1,2004,8,12,73,73,72,72,72,71,72,73,76,79,,83,83,83,83,82,79,76,76,76,75,74,74,74
1,2004,8,13,74,74,73,72,72,72,70,70,72,72,73,73,73,73,73,77,75,74,74,73,73,71,71,73
1,2004,8,14,72,72,71,72,70,70,71,70,71,72,73,72,,72,72,70,70,70,69,69,67,67,67,67
1,2004,8,15,68,67,67,67,67,67,67,70,71,71,72,72,72,72,72,72,72,71,,70,69,69,67,67
1,2004,8,16,69,68,68,69,71,71,71,72,71,72,72,73,73,75,76,76,74,75,73,68,67,66,65,64
1,2004,8,17,65,64,64,64,64,64,64,67,72,75,78,79,81,78,78,78,76,76,74,73,73,72,72,72
1,2004,8,18,70,69,70,70,70,70,68,72,74,77,79,80,82,82,82,80,77,77,76,76,76,75,73,73
1,2004,8,19,73,73,72,72,72,72,72,75,77,81,82,83,85,85,85,86,85,84,82,80,78,77,76,76
1,2004,8,20,76,75,75,75,75,73,74,75,79,83,85,88,88,89,88,89,86,83,82,80,80,79,79,77
1,2004,8,21,77,77,75,75,75,75,74,76,80,82,85,85,89,87,85,83,79,78,74,71,72,72,72,72
1,2004,8,22,71,68,68,66,65,65,65,67,69,72,74,74,75,75,75,75,74,74,72,66,65,63,63,63
1,2004,8,23,61,61,59,59,59,59,59,65,71,73,75,77,78,76,76,76,78,76,74,71,67,65,65,64
1,2004,8,24,64,64,64,64,64,64,64,69,73,75,77,80,80,81,81,81,80,78,76,71,68,68,66,65
1,2004,8,25,65,65,65,65,65,63,63,68,73,74,78,77,79,80,79,79,79,76,74,74,73,73,73,73
1,2004,8,26,72,68,68,68,68,68,70,74,75,76,77,79,80,80,82,80,80,78,76,74,74,74,74,73
1,2004,8,27,73,68,69,68,68,68,68,73,76,80,80,82,82,83,83,82,81,80,76,74,73,73,70,68
1,2004,8,28,68,68,68,66,67,66,66,73,77,81,82,83,84,84,84,83,82,80,76,72,68,67,68,68
1,2004,8,29,68,68,66,66,67,67,68,74,79,81,82,84,84,83,85,85,83,82,79,76,74,74,74,74
1,2004,8,30,74,75,75,75,75,75,75,76,79,82,83,83,84,84,82,81,81,80,78,78,75,73,73,73
